name,address,city,state,zip,phone,has_website,website_url,google_rating,review_count,trade,status,notes,last_contacted
"Trane Supply","1400 SE 19th St Suite 150, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 270-0004","YES","https://www.tranesupply.com/store-locator/?y_source=1_OTE5OTg3Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","N/A","0","hvac","NEW","",""
"Precision Comfort Heating and Cooling","1305 1st Ave N, Altoona, IA 50009, USA","Altoona","IA","50009","(515) 249-1600","YES","https://www.precisioncomfortiowa.com/","N/A","0","hvac","NEW","",""
"American Home Services","5206 Evans Blvd, Pleasant Hill, IA 50327, USA","Pleasant Hill","IA","50327","(515) 266-4488","YES","https://americanhomeservicesiowa.com/","4.8","44","hvac","NEW","",""
"Priority One Heating and Cooling","107 Dodd St, Runnells, IA 50237, USA","Runnells","IA","50237","(515) 675-4445","YES","http://callpriorityone.com/","5","88","hvac","NEW","",""
"Commercial Service Innovation, INC","8825 NE 78th Ave, Bondurant, IA 50035, USA","Bondurant","IA","50035","(515) 967-4059","YES","http://csidsm.com/","4.2","18","hvac","NEW","",""
"Practical Plumbing, Heating & Cooling LLC","12045 NE 68th St, Bondurant, IA 50035, USA","Bondurant","IA","50035","(515) 964-1070","NO","","5","7","hvac","NEW","",""
"10G Heating Cooling Plumbing","265 Garfield Ave, Elkhart, IA 50073, USA","Elkhart","IA","50073","(641) 373-2174","NO","","5","4","hvac","NEW","",""
"Heating and Cooling, LLC.","5091 NE 12th Ave, Pleasant Hill, IA 50327, USA","Pleasant Hill","IA","50327","(515) 416-8648","NO","","5","5","hvac","NEW","",""
"Cozy Home Heating & Cooling","1464 NW 80th St, Clive, IA 50325, USA","Clive","IA","50325","(515) 279-2448","NO","","5","1","hvac","NEW","",""
"Quality Plumbing, Heating & Air Conditioning","811 S Jefferson Way, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 207-9802","YES","https://qualityplumbingheatingandairconditioningia.hibuwebsites.com/","4.9","640","hvac","NEW","",""
"Bussanmas Heating & Cooling","1820 N 7th St, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 442-9018","NO","","3.6","63","hvac","NEW","",""
"Bendon Plumbing Heating and AC","717 W 2nd Ave, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 962-5016","NO","","4.4","7","hvac","NEW","",""
"Golden Rule Plumbing, Heating & Cooling","102 N Jefferson Way, Indianola, IA 50125, USA","Indianola","IA","50125","(888) 986-2424","NO","","3.9","7","hvac","NEW","",""
"Triple A Home Services","4604 20th Ave, Norwalk, IA 50211, USA","Norwalk","IA","50211","(515) 868-2779","YES","http://www.tripleahomeservices.com/","4.8","80","hvac","NEW","",""
"ProComfort, LLC","5161 Maple Dr, Pleasant Hill, IA 50327, USA","Pleasant Hill","IA","50327","(515) 867-2299","YES","http://www.procomfortiowa.com/","N/A","0","hvac","NEW","",""
"Roberts Heating, Cooling and Plumbing","290 S 1st St, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 989-0106","YES","http://www.robertsheatingandcooling.com/","4.9","305","hvac","NEW","",""
"Hulgan Plumbing & Heating Co","801 1st Ave, Perry, IA 50220, USA","Perry","IA","50220","(515) 465-3030","NO","","4.3","42","hvac","NEW","",""
"Elite Cool & Heat","412 Washington St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 750-0631","YES","http://www.elitecoolheatexperts.com/","5","35","hvac","NEW","",""
"Honest Heating and Cooling, Inc","507 Player St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 753-3524","YES","https://www.honestheatingac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","5","575","hvac","NEW","",""
"B & G HVAC","1208 E Main St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 752-3429","YES","https://www.bghvac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile","4.3","38","hvac","NEW","",""
"Kapaun & Brown Inc","1002 Lincoln Way, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 753-3563","YES","https://www.kapaunandbrowninc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile","3.9","38","hvac","NEW","",""
"Ethington Heating And Cooling","816 N 3rd Ave, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 753-5525","YES","https://www.ethingtonheating.com/","4.8","20","hvac","NEW","",""
"Lennox Nadc","1402 E Main St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","","NO","","4.3","30","hvac","NEW","",""
"Sears Heating and Air Conditioning","507 Iowa Ave W, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 328-5718","YES","https://www.searshomeservices.com/locations/hi/hvac/ia/marshalltown?utm_source=GMBlisting&utm_medium=organic&utm_campaign=GMBhomeimprovement","N/A","0","hvac","NEW","",""
"Hardon's Plumbing, Electrical, Heating and Air Conditioning","114 W 4th St, Tama, IA 52339, USA","Tama","IA","52339","(641) 484-3222","YES","https://hardonservices.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile","4.8","53","hvac","NEW","",""
"Beaver Creek Heating & Cooling, LLC","405 N Adams St, Wellsburg, IA 50680, USA","Wellsburg","IA","50680","(319) 215-9393","YES","http://www.bchcp4u.com/","5","22","hvac","NEW","",""
"Pritchard Bros Plumbing & Heating Inc","1019 Story St, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-6816","YES","http://pritchardbros.com/","4.9","154","hvac","NEW","",""
"Kruck Plumbing & Heating Co","615 Story St, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-2210","YES","https://www.kruckph.com/","4.4","35","hvac","NEW","",""
"Hull Plumbing & Heating","924 8th St, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-3863","NO","","4.9","24","hvac","NEW","",""
"Duncan Heating & Plumbing","706 Allen St, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-6762","YES","https://duncanhp.com/","4.3","12","hvac","NEW","",""
"DMA Heating & Cooling","826 13th St, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-7517","NO","","5","2","hvac","NEW","",""
"Van Haaften Plumbing & Heating","914 W 8th St, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-3621","YES","https://www.vanhaaftenplumbingandheating.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile","4.9","310","hvac","NEW","",""
"Integrity Comfort Solutions, Inc.","217 SE 16th St, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-4093","YES","https://www.integrity-comfort.com/","4.7","15","hvac","NEW","",""
"Vander Linden Services","1396 IA-163, Leighton, IA 50143, USA","Leighton","IA","50143","(641) 780-0193","YES","http://vanderlindenservices.com/","4.9","318","hvac","NEW","",""
"Pella Heating & Cooling","1415 W 2nd St, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-1246","NO","","5","1","hvac","NEW","",""
"Van Sittert Plumbing & Heating","314 SE 14th St, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-4362","NO","","5","2","hvac","NEW","",""
"Brown's Heating and Cooling Oskaloosa, IA","1612 S 11th St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 660-4452","NO","","4.5","26","hvac","NEW","",""
"Johnson's Heating, AC & Refrigeration Inc.","2995 Merino Ave, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 673-0888","NO","","5","23","hvac","NEW","",""
"Affordable Services","150 Pella Ave, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 569-9600","NO","","3.9","30","hvac","NEW","",""
"Cunningham, Inc.","808 S Market St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 673-8479","YES","https://www.cunninghaminc.com/","5","9","hvac","NEW","",""
"Dan's Plumbing and Heating LLC","613 W Pleasant St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 842-6937","YES","https://www.facebook.com/people/Dans-Plumbing-and-Heating-LLC/100045363375645/","5","33","hvac","NEW","",""
"Golay Heating Cooling & Refrigeration","Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 891-2846","NO","","4","17","hvac","NEW","",""
"Brookwood Inc","2009 N Lincoln St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 842-4315","NO","","5","1","hvac","NEW","",""
"Plumb Tech Mechanical Inc","213 W Pleasant St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 218-0105","NO","","3.5","8","hvac","NEW","",""
"Dan's Plumbing & Heating","1372 Quebec St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 842-6937","NO","","5","1","hvac","NEW","",""
"K&E Distributing, Inc.","1501 Walnut St, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 992-3328","YES","http://www.kedistributing.com/","4.5","15","hvac","NEW","",""
"Dahl Air Conditioning & Heating LLC","2000 Ash St, De Soto, IA 50069, USA","De Soto","IA","50069","(515) 996-2216","YES","https://dahlairllc.com/","5","6","hvac","NEW","",""
"Tigges Comfort Services","909 2nd St, Redfield, IA 50233, USA","Redfield","IA","50233","(515) 526-5388","YES","https://tiggescomforthvac.com/","4.9","63","hvac","NEW","",""
"Polk County Heating & Cooling","206 N 2nd St A, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 964-7337","YES","http://www.polkcountyheating.com/","4.8","54","hvac","NEW","",""
"Dan Can Fix It, LLC","707 Percival Ave, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 205-1884","YES","http://www.dancanfixitdm.com/","3.8","20","hvac","NEW","",""
"Baldon Plumbing Heating & Cooling","1805 Main St, Adel, IA 50003, USA","Adel","IA","50003","(515) 371-4036","YES","http://baldonplumbingandheating.com/","3.9","33","hvac","NEW","",""
"Baker Heating & Cooling","28653 G Ave, Redfield, IA 50233, USA","Redfield","IA","50233","(515) 833-2052","NO","","5","5","hvac","NEW","",""
"Riley Heating & Cooling","12470 575 St, Lucas, IA 50151, USA","Lucas","IA","50151","(641) 766-6156","YES","http://rileyheatingandcooling.net/","5","46","hvac","NEW","",""
"Lester Refrigeration","1327 W Lincoln Hwy, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 382-4157","NO","","4.6","8","hvac","NEW","",""
"Vansickel's Plumbing","2345 11th St, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 382-6373","NO","","4.2","5","hvac","NEW","",""
"Clement Heating & Cooling","302 W Kimball St, Rhodes, IA 50234, USA","Rhodes","IA","50234","(641) 750-5812","NO","","3.6","5","hvac","NEW","",""
"Miner Heating & Cooling, L.L.C.","3015 N. 1st St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 468-0623","YES","https://minerheatingandcooling.com/","5","10","hvac","NEW","",""
"Miner Heating & Cooling","909 E Buchanan St, Winterset, IA 50273, USA","Winterset","IA","50273","(712) 214-2890","NO","","N/A","0","hvac","NEW","",""
"Rainbow Restoration of South Central Iowa","1621 N John Wayne Dr, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 462-4350","YES","https://rainbowintl.com/winterset-indianola/?cid=LSTL_RBW000202&utm_source=gmb&utm_campaign=local&utm_medium=organic","4.8","120","hvac","NEW","",""
"Jason's Handyman Service","1624 W Summit St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 468-4401","YES","https://www.steelehvacllc.com/contact","N/A","0","hvac","NEW","",""
"Sneller Plumbing Heating Services","110 N Marshall St, Prairie City, IA 50228, USA","Prairie City","IA","50228","(515) 994-2283","NO","","2.5","2","hvac","NEW","",""
"Above & Beyond Heating and Air Conditioning, LLC","44 Sturgis Corner Dr Ste 15, Iowa City, IA 52246, USA","Iowa City","IA","52246","(319) 224-0700","YES","http://hvacaab.com/","4.9","62","hvac","NEW","",""
"Recon Roofing & Construction","455 SW 5th St C, Des Moines, IA 50309, USA","Des Moines","IA","50309","(515) 489-0123","YES","https://www.reconroof.com/","4.9","571","roofer","NEW","",""
"Andrew's Roofing Company","1544 2nd Ave, Des Moines, IA 50314, USA","Des Moines","IA","50314","(515) 664-7968","YES","http://andrewsroofingdm.com/","4.9","156","roofer","NEW","",""
"Walter Roofing - Des Moines","8450 Hickman Rd, Clive, IA 50325, USA","Clive","IA","50325","(515) 343-6955","YES","https://www.walterbuilds.com/","5","422","roofer","NEW","",""
"Heartland Roofing, Siding, and Solar","2519 NW 66th Ave, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 415-1174","YES","https://heartlandroofingandsiding.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile_dsm&utm_content=website_button","4.8","633","roofer","NEW","",""
"Right Roofing & Siding","3051 99th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 729-0770","YES","https://rightroofing.com/","4.9","333","roofer","NEW","",""
"Iowa Roofing Company","2425 Hubbell Ave Unit 104, Des Moines, IA 50317, USA","Des Moines","IA","50317","(515) 243-1255","YES","https://www.iowa-roofing.com/","4.7","14","roofer","NEW","",""
"Delgado's Roofing","10040 County Line Rd, Des Moines, IA 50320, USA","Des Moines","IA","50320","(515) 770-4615","YES","https://delgadosroofing.com/","5","116","roofer","NEW","",""
"Superstorm Roofing & Siding","475 SE Alice's Rd ste b, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 225-4880","YES","https://superstormrestoration.com/","4.9","357","roofer","NEW","",""
"BIG Roofing","5751 NE 22nd St Suite #304, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 355-8969","YES","https://bigroofingllc.com/","4.9","127","roofer","NEW","",""
"Wagoner Roofing","3161 99th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 225-8147","YES","https://wagonerroofingiowa.com/","5","187","roofer","NEW","",""
"Xtreme Roofing & Siding, LLC","2962 99th St Suite 5, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 276-9794","YES","https://xtremeroofingandsiding.com/","4.8","119","roofer","NEW","",""
"Advanced Roofing & Exteriors, LLC","6915 Vista Dr, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 890-0029","YES","http://advancedroofingusa.com/","5","148","roofer","NEW","",""
"Des Moines Area Roofing Siding + Solar","20000 Wendover Pl, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 360-7480","YES","https://desmoinesarearoofing.com/","4.8","141","roofer","NEW","",""
"For Sure Roofing","6545 NE 14th St, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 367-7873","YES","http://www.forsureroofing.com/","4.9","125","roofer","NEW","",""
"Mayflower Roofing","516 3rd St Suite 200, Des Moines, IA 50309, USA","Des Moines","IA","50309","(515) 290-1233","YES","https://www.mayflowerroofs.com/","5","9","roofer","NEW","",""
"Mighty Dog Roofing of Greater Des Moines","815 Office Park Rd Suite 1, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 454-2839","YES","https://www.mightydogroofing.com/greater-des-moines-ia","5","118","roofer","NEW","",""
"Ultimate Exteriors","3839 Merle Hay Rd Suite #260, Des Moines, IA 50310, USA","Des Moines","IA","50310","(515) 419-7459","YES","https://www.ultimateexteriorsofiowa.com/","4.9","124","roofer","NEW","",""
"RoofSmart","6617 Scenic Ridge Ct, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 661-1159","YES","https://www.roofsmartiowa.com/","4.9","194","roofer","NEW","",""
"Bakeris Roofing","10391 NE University Ave, Runnells, IA 50237, USA","Runnells","IA","50237","(515) 207-7949","YES","https://bakerisroofingia.hibuwebsites.com/","4.9","533","roofer","NEW","",""
"Koopman Roofing - West Des Moines","4800 Mills Civic Pkwy #204, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 666-1017","YES","https://hopkinsroofing.com/west-des-moines/","5","17","roofer","NEW","",""
"Done Right Metal Roofers","3000 Scott Ave, Des Moines, IA 50317, USA","Des Moines","IA","50317","(515) 420-1816","YES","https://newroofiowa.com/","4.8","25","roofer","NEW","",""
"Des Moines Roofing Company","830 1st St, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 474-7574","YES","http://www.roofing-desmoines.com/","5","5","roofer","NEW","",""
"Waddle Exteriors & Roofing","1501 42nd St Suite 420, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 575-2378","YES","https://www.waddleexteriors.com/service-area/des-moines/?utm_source=GBP&utm_medium=Organic&utm_campaign=Waddle_Exteriors_&_Roofing_West_Des_Moines","4.9","540","roofer","NEW","",""
"TIMEPROOFUSA","2929 Westown Pkwy #110, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 316-1948","YES","https://www.timeproofusa.com/des-moines-ia/","4.9","47","roofer","NEW","",""
"Wolf Roofing","2202 Wolf Way, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 225-8866","YES","http://www.wolfroofing.net/","4.7","74","roofer","NEW","",""
"McCoy Roofing","5550 Wild Rose Ln #400, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 608-6439","YES","https://mccoyroofing.com/locations/des-moines-roofing-contractors/","4.9","36","roofer","NEW","",""
"Capital Roofing & Exteriors","160 S 68th St Suite 1206, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 805-8332","YES","https://wearecapitalexteriors.com/","5","26","roofer","NEW","",""
"Wegner Roofing & Solar","1301 50th St, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 985-5454","YES","https://wegnerroofing.com/des-moines-ia-roofing/?utm_source=gbp","4.9","285","roofer","NEW","",""
"Hometown Roofing and Exteriors, LLC","1011 N Ankeny Blvd Suite 112, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 446-7663","YES","https://www.hometownroofingia.com/","5","12","roofer","NEW","",""
"JB Roofing","1410 SE Cortina Dr Suite 108, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 554-1964","YES","https://www.jbroofingiowa.com/","4.7","33","roofer","NEW","",""
"Stronghouse","6900 NE 14th St Suite 27, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 207-9575","YES","https://stronghousebrands.com/","4.8","77","roofer","NEW","",""
"Legacy Restoration LLC","2401 SE Tones Dr Suite 9, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 620-3077","YES","https://www.legacyrestorationllc.com/iowa/ankeny/","4.3","82","roofer","NEW","",""
"Hutch Unlimited Roofing","2407 NE 12th St, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 313-7355","YES","https://www.hutchunlimited.com/","5","55","roofer","NEW","",""
"Bright Green Roof Iowa","201 SE Shurfine Dr # 7, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 414-9859","YES","https://brightgreenroof.com/central-iowa","4","4","roofer","NEW","",""
"Prindle Roofing","705 SE Uehlamar Dr, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 964-4896","NO","","5","3","roofer","NEW","",""
"Top A1 Contracting","110 SE Grant St Ste 106 B, Ankeny, IA 50021, USA","Ankeny","IA","50021","(815) 375-0038","YES","http://topa1contracting.com/","5","6","roofer","NEW","",""
"Peterson Exteriors","114 NW 5th St Ste 202, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 561-0601","YES","https://www.petersonexteriors.com/","4.6","10","roofer","NEW","",""
"Titan Roofing & Exteriors","3405 SE Crossroads Dr Suite C, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 690-7463","YES","https://titanroofingandexteriors.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","4.9","141","roofer","NEW","",""
"Guardian Roofing","917 SW Ordnance Rd Suite 2, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 314-7197","YES","http://www.guardingyou.com/","4.4","5","roofer","NEW","",""
"RJI Professionals","1410 SE Cortina Dr Suite 103, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 414-2905","YES","https://www.rjipro.com/","5","16","roofer","NEW","",""
"Super Eagle Roofing","1820 S Dayton Pl, Ames, IA 50010, USA","Ames","IA","50010","(515) 708-4027","YES","https://supereagleroofing.com/","5","98","roofer","NEW","",""
"Roofing Innovations","328 Main St Suite 215, Ames, IA 50010, USA","Ames","IA","50010","(515) 451-1878","YES","https://roofinginnovations.info/","5","29","roofer","NEW","",""
"TMJ Construction Services","2230 229th Pl, Ames, IA 50014, USA","Ames","IA","50014","(515) 232-1493","YES","https://www.tmjconstructionservices.com/","4.7","215","roofer","NEW","",""
"Heartland Roofing, Siding, and Solar","137 Lynn Ave, Ames, IA 50014, USA","Ames","IA","50014","(515) 231-4130","YES","https://heartlandroofingandsiding.com/roofing/ames/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile_ames&utm_content=website_button","5","10","roofer","NEW","",""
"Berg Roofing & Construction LLC.","428 S 4th St #3, Ames, IA 50010, USA","Ames","IA","50010","(515) 509-1787","YES","https://bergquality.com/","4.5","2","roofer","NEW","",""
"Waddle Exteriors & Roofing","130 W Broad St, Story City, IA 50248, USA","Story City","IA","50248","(515) 575-2378","YES","https://www.waddleexteriors.com/service-area/story-city/?utm_source=GBP&utm_medium=Organic&utm_campaign=Waddle_Exteriors_&_Roofing_Story_City","4.8","261","roofer","NEW","",""
"Hedrick Construction Inc","104 Campus Dr, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 597-7663","YES","https://www.hedrickconstructioninc.com/","4.7","70","roofer","NEW","",""
"Wirtzy Construction, LLC","27309 620th Ave, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 203-0993","YES","http://roofmyhouse.com/","4.7","46","roofer","NEW","",""
"Kruckenberg Roofing","1115 Scott Ave, Ames, IA 50014, USA","Ames","IA","50014","(515) 231-9087","NO","","5","3","roofer","NEW","",""
"Mayday Restoration","5900 N 500th Ave, Ames, IA 50014, USA","Ames","IA","50014","(855) 612-7663","YES","https://www.hailmayday.com/","5","10","roofer","NEW","",""
"Elite Construction LLC","808 7th St, Boone, IA 50036, USA","Boone","IA","50036","(515) 230-3872","YES","https://www.eliteconstruction515.com/","4.8","41","roofer","NEW","",""
"316 Construction Group","420 S 17th St, Ames, IA 50010, USA","Ames","IA","50010","(515) 509-2589","YES","http://www.316cg.com/","5","2","roofer","NEW","",""
"Firstcall Restoration - Ames","617 Duff Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 918-4957","YES","http://www.firstcalliowa.com/","5","3","roofer","NEW","",""
"TMJ Construction Services","2120 SE 44th Ct, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 965-9865","YES","http://tmjconstructionservices.com/","5","54","roofer","NEW","",""
"Zenvox Roofing Specialist","123 1/2 Main St, Ames, IA 50010, USA","Ames","IA","50010","(515) 956-3556","NO","","N/A","0","roofer","NEW","",""
"Quavyn Roofing Technician","404 Main St, Ames, IA 50010, USA","Ames","IA","50010","(515) 956-3556","NO","","N/A","0","roofer","NEW","",""
"R3 Roofing & Exteriors","11160 NW Aurora Ave., Urbandale, IA 50323, USA","Urbandale","IA","50323","(515) 630-0143","YES","https://r3roofs.com/","4.9","387","roofer","NEW","",""
"Ram Roofing and Solar","2771 104th St # H, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 949-0033","YES","https://ramroofs.com/","4.7","128","roofer","NEW","",""
"Robison Construction","11201 NW Aurora Ave., Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 882-2200","YES","https://www.robison-construction.com/","5","58","roofer","NEW","",""
"Iowa Roofing & Exteriors","3171 99th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 205-9008","YES","http://www.iowaroofing.org/","5","10","roofer","NEW","",""
"AmeriPro Roofing","4436 114th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(563) 293-4065","YES","https://www.ameriproroofing.com/locations/urbandale-ia/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=urbandale-ia","4.9","56","roofer","NEW","",""
"Apple Roofing","3934 NW Urbandale Dr, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 851-4392","YES","https://appleroof.com/des-moines/?utm_source=GoogleBusinessProfile&utm_medium=organic&utm_campaign=Des-Moines-IA","4.7","167","roofer","NEW","",""
"Platinum Roofing and Contracting","5414 165th St, Urbandale, IA 50323, USA","Urbandale","IA","50323","(515) 975-8632","YES","https://platinumroofingiowa.com/","5","15","roofer","NEW","",""
"Premier Roofing Company","5501 NW Beaver Dr, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 276-7663","YES","https://www.premier-roofing.com/locations/des-moines-roofing/?utm_source=google&utm_medium=local&utm_campaign=GMB&utm_content=DesMoines","4.2","61","roofer","NEW","",""
"AGR Roofing & Construction","3024 104th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 228-6404","YES","https://agrroofingandconstruction.com/","4.8","25","roofer","NEW","",""
"Bailey Roofing Contractors Inc","10110 Dennis Dr #3894, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 253-0191","YES","http://www.baileyroofing.com/","4.7","10","roofer","NEW","",""
"Hail Pro","3319 109th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 809-0676","YES","https://www.myhailpro.com/contact-urbandale-mn","4.9","129","roofer","NEW","",""
"Swingcoast Roofs & Gutters - Johnston, IA","5840 NW Beaver Dr Suite 100, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 802-0874","YES","https://www.swingcoastroofing.com/","5","26","roofer","NEW","",""
"Home Pride Contractors, Inc.","6165 NW 86th St Suite #120, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 650-0472","YES","https://homepride.net/","4.8","70","roofer","NEW","",""
"Hawkeye Roofing & Construction","4904 Meadow Cir, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 205-8123","YES","http://www.hawkeyeroofingandconstruction.com/","5","6","roofer","NEW","",""
"Omni Exteriors, LLC","400 W 1st St, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 802-9046","YES","https://www.omni-exteriors.com/","5","73","roofer","NEW","",""
"Cornerstone Roofing & Exteriors","904 NE Main St, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 421-8645","YES","https://cornerstoneroofingexteriors.com/","5","10","roofer","NEW","",""
"Elite Roofing","1480 SE Traden Dr, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 371-9823","YES","https://elite4roofs.com/","4.8","39","roofer","NEW","",""
"SalesRoof Constructions LLC","923 Highland Dr, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 745-5591","YES","http://www.salesroofconstructionllc.com/","4.9","8","roofer","NEW","",""
"Sonntag Roofing, LLC","1402 Walnut St, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 681-5951","YES","https://www.sonntagroofing.com/","5","869","roofer","NEW","",""
"Home Solutions of Iowa","16180 SE Laurel St, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 999-2896","YES","https://www.homesolutionsiowa.com/","4.7","346","roofer","NEW","",""
"Today's Affordable Roofing","2023 NW 92nd Ct B, Clive, IA 50325, USA","Clive","IA","50325","(515) 981-8913","YES","https://todaysaffordableroofing.com/","5","5","roofer","NEW","",""
"Advantage Home Pros","33321 Old Portland Rd, Adel, IA 50003, USA","Adel","IA","50003","(515) 750-2415","YES","https://www.advantageseamlessgutters.com/locations/adel-ia/","4.9","110","roofer","NEW","",""
"Diamond Ridge Construction","1405 SE 28th St Suite 103, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 228-5169","YES","https://www.diamondridgeiowa.com/","5","49","roofer","NEW","",""
"Blackstone Exteriors","250 W 1st St suite b, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 720-2158","YES","https://blackstoneexteriors.com/","5","20","roofer","NEW","",""
"CentiMark Corporation","2155 SE 37th St Suite A, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 393-4363","YES","https://www.centimark.com/locations/des-moines-iowa","3.9","8","roofer","NEW","",""
"NuVu Builders Inc","405 E 1st St, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 986-4363","YES","https://nuvubuilders.com/","5","94","roofer","NEW","",""
